,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature
9142,9143,L56322,L,297.6,308.5,1678,34.2,114,0,No Failure,6009.62,3149.62,10.899999999999977
9143,9144,L56323,L,297.6,308.5,1452,42.6,116,0,No Failure,6477.46,3617.46,10.899999999999977
9144,9145,M24004,M,297.5,308.5,1447,41.6,118,0,No Failure,6303.63,3443.63,11.0
9145,9146,L56325,L,297.6,308.5,1574,37.1,121,0,No Failure,6115.15,3255.15,10.899999999999977
9146,9147,L56326,L,297.6,308.6,1528,40.0,123,0,No Failure,6400.47,3540.47,11.0
9147,9148,L56327,L,297.7,308.7,1688,27.2,125,0,No Failure,4808.06,1948.06,11.0
9148,9149,L56328,L,297.6,308.6,1393,40.4,127,0,No Failure,5893.33,3033.33,11.0
9149,9150,M24009,M,297.5,308.6,1429,50.5,129,0,No Failure,7557.05,4697.05,11.100000000000023
9150,9151,M24010,M,297.5,308.6,1347,57.0,132,0,No Failure,8040.28,5180.28,11.100000000000023
9151,9152,L56331,L,297.6,308.6,1553,40.5,135,0,No Failure,6586.51,3726.51,11.0
9152,9153,L56332,L,297.5,308.6,1260,53.6,137,0,No Failure,7072.35,4212.35,11.100000000000023
9153,9154,L56333,L,297.5,308.6,1546,33.8,139,0,No Failure,5472.11,2612.11,11.100000000000023
9154,9155,L56334,L,297.5,308.6,1596,36.0,141,0,No Failure,6016.78,3156.78,11.100000000000023
9155,9156,L56335,L,297.5,308.5,1340,57.4,143,0,No Failure,8054.62,5194.62,11.0
9156,9157,M24016,M,297.5,308.4,1369,54.8,145,0,No Failure,7856.2,4996.2,10.899999999999977
9157,9158,L56337,L,297.5,308.5,1462,52.3,148,0,No Failure,8007.14,5147.14,11.0
9158,9159,H38572,H,297.4,308.4,1487,46.2,150,0,No Failure,7194.18,4334.18,11.0
9159,9160,M24019,M,297.5,308.6,1510,35.5,155,0,No Failure,5613.5,2753.5,11.100000000000023
9160,9161,H38574,H,297.5,308.5,1671,28.0,158,0,No Failure,4899.63,2039.63,11.0
9161,9162,M24021,M,297.5,308.5,1612,30.0,163,0,No Failure,5064.25,2204.25,11.0
9162,9163,M24022,M,297.6,308.6,1509,39.7,166,0,No Failure,6273.48,3413.48,11.0
9163,9164,L56343,L,297.6,308.6,1415,47.3,169,0,No Failure,7008.84,4148.84,11.0
9164,9165,L56344,L,297.6,308.6,2384,14.4,171,0,No Failure,3594.99,734.99,11.0
9165,9166,L56345,L,297.6,308.6,1326,62.4,173,0,No Failure,8664.76,5804.76,11.0
9166,9167,M24026,M,297.6,308.6,1390,53.4,175,0,No Failure,7772.93,4912.93,11.0
9167,9168,M24027,M,297.6,308.7,1392,41.2,178,0,No Failure,6005.72,3145.72,11.099999999999966
9168,9169,H38582,H,297.6,308.8,1385,44.4,181,0,No Failure,6439.64,3579.64,11.199999999999989
9169,9170,L56349,L,297.7,308.8,1896,24.5,186,0,No Failure,4864.44,2004.44,11.100000000000023
9170,9171,L56350,L,297.7,308.7,1474,46.8,188,0,No Failure,7223.9,4363.9,11.0
9171,9172,M24031,M,297.7,308.8,1388,45.6,190,0,No Failure,6628.01,3768.01,11.100000000000023
9172,9173,L56352,L,297.7,308.9,1715,27.2,193,0,No Failure,4884.97,2024.97,11.199999999999989
9173,9174,H38587,H,297.8,308.9,1650,32.2,195,0,No Failure,5563.76,2703.76,11.099999999999966
9174,9175,L56354,L,297.8,308.9,1871,25.6,200,1,Tool Wear Failure,5015.82,2155.82,11.099999999999966
9175,9176,L56355,L,297.8,309.0,1403,64.2,0,1,Power Failure,9432.38,6572.38,11.199999999999989
9176,9177,L56356,L,297.8,308.9,1518,40.4,2,0,No Failure,6422.17,3562.17,11.099999999999966
9177,9178,L56357,L,297.9,309.1,1504,43.0,4,0,No Failure,6772.44,3912.44,11.200000000000045
9178,9179,L56358,L,297.8,309.0,1340,56.9,6,0,No Failure,7984.46,5124.46,11.199999999999989
9179,9180,H38593,H,297.9,309.1,1435,44.7,8,0,No Failure,6717.2,3857.2,11.200000000000045
9180,9181,L56360,L,297.9,309.1,1507,36.9,13,0,No Failure,5823.29,2963.29,11.200000000000045
9181,9182,L56361,L,297.9,309.1,1521,36.1,15,0,No Failure,5749.96,2889.96,11.200000000000045
9182,9183,M24042,M,297.8,309.0,1576,45.0,17,0,No Failure,7426.73,4566.73,11.199999999999989
9183,9184,L56363,L,297.9,309.1,1543,36.6,20,0,No Failure,5913.92,3053.92,11.200000000000045
9184,9185,L56364,L,298.0,309.2,1665,36.6,22,0,No Failure,6381.52,3521.52,11.199999999999989
9185,9186,L56365,L,297.9,309.1,1442,50.3,24,0,No Failure,7595.6,4735.6,11.200000000000045
9186,9187,L56366,L,297.9,309.0,1629,29.0,26,0,No Failure,4947.07,2087.07,11.100000000000023
9187,9188,L56367,L,297.9,309.0,1379,47.3,28,0,No Failure,6830.52,3970.52,11.100000000000023
9188,9189,L56368,L,297.9,309.0,1502,40.2,30,0,No Failure,6323.02,3463.02,11.100000000000023
9189,9190,L56369,L,297.9,309.1,1595,32.0,32,0,No Failure,5344.9,2484.9,11.200000000000045
9190,9191,M24050,M,298.0,309.0,1439,38.5,34,0,No Failure,5801.63,2941.63,11.0
9191,9192,M24051,M,297.9,309.0,1970,21.6,37,0,No Failure,4456.04,1596.04,11.100000000000023
9192,9193,L56372,L,297.9,309.0,1562,35.8,40,0,No Failure,5855.89,2995.89,11.100000000000023
9193,9194,M24053,M,297.9,309.0,1530,40.9,42,0,No Failure,6553.05,3693.05,11.100000000000023
9194,9195,L56374,L,297.9,308.9,1393,40.6,45,0,No Failure,5922.51,3062.51,11.0
9195,9196,L56375,L,297.9,309.0,1532,37.6,47,0,No Failure,6032.19,3172.19,11.100000000000023
9196,9197,L56376,L,298.0,308.9,1607,37.7,49,0,No Failure,6344.33,3484.33,10.899999999999977
9197,9198,M24057,M,297.9,308.8,1469,49.0,51,0,No Failure,7537.83,4677.83,10.900000000000034
9198,9199,M24058,M,297.9,308.8,1538,37.6,54,0,No Failure,6055.82,3195.82,10.900000000000034
9199,9200,L56379,L,297.9,308.8,1613,31.4,57,0,No Failure,5303.87,2443.87,10.900000000000034
9200,9201,M24060,M,297.9,308.8,1602,32.1,59,0,No Failure,5385.13,2525.13,10.900000000000034
9201,9202,L56381,L,297.8,308.7,1404,44.2,62,0,No Failure,6498.57,3638.57,10.899999999999977
9202,9203,L56382,L,297.8,308.8,1548,36.9,64,0,No Failure,5981.72,3121.72,11.0
9203,9204,L56383,L,297.8,308.8,1559,35.2,66,0,No Failure,5746.69,2886.69,11.0
9204,9205,L56384,L,297.8,308.8,1621,36.1,68,0,No Failure,6128.0,3268.0,11.0
9205,9206,L56385,L,297.8,308.8,1579,32.9,70,0,No Failure,5440.1,2580.1,11.0
9206,9207,M24066,M,297.9,308.9,1547,44.0,72,0,No Failure,7128.06,4268.06,11.0
9207,9208,L56387,L,297.9,308.8,1386,48.6,75,0,No Failure,7053.88,4193.88,10.900000000000034
9208,9209,L56388,L,298.0,308.9,1406,40.9,77,0,No Failure,6021.95,3161.95,10.899999999999977
9209,9210,M24069,M,298.0,309.0,1393,55.9,79,0,No Failure,8154.39,5294.39,11.0
9210,9211,M24070,M,297.9,309.0,2456,13.9,82,0,No Failure,3574.96,714.96,11.100000000000023
9211,9212,M24071,M,298.0,309.0,1409,49.1,85,0,No Failure,7244.71,4384.71,11.0
9212,9213,L56392,L,298.0,308.9,1390,53.9,88,0,No Failure,7845.71,4985.71,10.899999999999977
9213,9214,L56393,L,298.0,309.0,1679,32.4,90,0,No Failure,5696.71,2836.71,11.0
9214,9215,L56394,L,298.0,308.9,1508,37.1,92,0,No Failure,5858.74,2998.74,10.899999999999977
9215,9216,L56395,L,297.9,308.8,1681,31.7,94,0,No Failure,5580.27,2720.27,10.900000000000034
9216,9217,H38630,H,297.7,308.8,1469,43.7,96,0,No Failure,6722.52,3862.52,11.100000000000023
9217,9218,L56397,L,297.8,308.8,1421,49.6,101,0,No Failure,7380.82,4520.82,11.0
9218,9219,L56398,L,297.7,308.8,1354,50.2,103,0,No Failure,7117.89,4257.89,11.100000000000023
9219,9220,M24079,M,297.7,308.8,1350,57.0,105,0,No Failure,8058.19,5198.19,11.100000000000023
9220,9221,L56400,L,297.8,308.9,1282,58.1,108,0,No Failure,7799.97,4939.97,11.099999999999966
9221,9222,M24081,M,297.8,309.0,1675,30.0,110,0,No Failure,5262.17,2402.17,11.199999999999989
9222,9223,M24082,M,297.9,309.0,1525,38.5,113,0,No Failure,6148.36,3288.36,11.100000000000023
9223,9224,L56403,L,297.9,309.0,1382,43.9,116,0,No Failure,6353.33,3493.33,11.100000000000023
9224,9225,L56404,L,297.9,309.0,1450,46.8,118,0,No Failure,7106.28,4246.28,11.100000000000023
9225,9226,L56405,L,298.0,309.1,1820,23.6,120,0,No Failure,4497.92,1637.92,11.100000000000023
9226,9227,L56406,L,298.0,309.1,1822,23.5,122,0,No Failure,4483.79,1623.79,11.100000000000023
9227,9228,L56407,L,298.0,309.1,1473,44.3,124,0,No Failure,6833.37,3973.37,11.100000000000023
9228,9229,M24088,M,298.1,309.1,1572,37.5,126,0,No Failure,6173.23,3313.23,11.0
9229,9230,M24089,M,298.1,309.0,2042,17.8,129,0,No Failure,3806.31,946.31,10.899999999999977
9230,9231,L56410,L,298.2,309.2,1922,22.6,132,0,No Failure,4548.73,1688.73,11.0
9231,9232,L56411,L,298.2,309.1,1539,36.5,134,0,No Failure,5882.48,3022.48,10.900000000000034
9232,9233,L56412,L,298.2,309.1,1350,52.0,136,0,No Failure,7351.33,4491.33,10.900000000000034
9233,9234,L56413,L,298.3,309.1,1403,45.1,138,0,No Failure,6626.17,3766.17,10.800000000000011
9234,9235,L56414,L,298.3,309.1,1904,20.3,140,0,No Failure,4047.54,1187.54,10.800000000000011
9235,9236,M24095,M,298.2,308.9,1592,35.2,142,0,No Failure,5868.33,3008.33,10.699999999999989
9236,9237,L56416,L,298.1,308.7,1556,31.6,145,0,No Failure,5149.03,2289.03,10.599999999999966
9237,9238,M24097,M,298.1,308.8,1811,25.4,147,0,No Failure,4817.05,1957.05,10.699999999999989
9238,9239,M24098,M,298.2,308.8,1456,41.2,150,0,No Failure,6281.84,3421.84,10.600000000000023
9239,9240,H38653,H,298.2,308.8,1436,51.9,153,0,No Failure,7804.6,4944.6,10.600000000000023
9240,9241,M24100,M,298.1,308.7,1362,49.6,158,0,No Failure,7074.36,4214.36,10.599999999999966
9241,9242,L56421,L,298.1,308.7,1683,29.1,161,0,No Failure,5128.68,2268.68,10.599999999999966
9242,9243,M24102,M,298.2,308.7,1269,60.9,163,0,No Failure,8092.96,5232.96,10.5
9243,9244,L56423,L,298.3,308.8,1454,49.0,166,0,No Failure,7460.86,4600.86,10.5
9244,9245,L56424,L,298.3,308.8,1767,27.3,168,0,No Failure,5051.59,2191.59,10.5
9245,9246,L56425,L,298.3,308.9,1708,27.3,170,0,No Failure,4882.91,2022.91,10.599999999999966
9246,9247,L56426,L,298.3,308.9,1862,27.0,172,0,No Failure,5264.68,2404.68,10.599999999999966
9247,9248,L56427,L,298.3,308.9,1695,30.7,174,0,No Failure,5449.25,2589.25,10.599999999999966
9248,9249,M24108,M,298.3,309.1,1488,40.6,176,0,No Failure,6326.41,3466.41,10.800000000000011
9249,9250,L56429,L,298.3,309.0,1657,32.2,179,0,No Failure,5587.36,2727.36,10.699999999999989
9250,9251,H38664,H,298.3,309.0,1823,25.9,181,0,No Failure,4944.42,2084.42,10.699999999999989
9251,9252,M24111,M,298.2,309.1,1651,28.8,186,0,No Failure,4979.3,2119.3,10.900000000000034
9252,9253,M24112,M,298.1,309.0,1533,36.1,189,0,No Failure,5795.33,2935.33,10.899999999999977
9253,9254,M24113,M,298.2,309.0,1508,40.5,192,0,No Failure,6395.65,3535.65,10.800000000000011
9254,9255,L56434,L,298.3,309.1,1616,31.1,195,0,No Failure,5262.96,2402.96,10.800000000000011
9255,9256,L56435,L,298.2,309.0,1651,31.5,197,0,No Failure,5446.11,2586.11,10.800000000000011
9256,9257,L56436,L,298.2,309.1,1569,35.2,199,0,No Failure,5783.55,2923.55,10.900000000000034
9257,9258,M24117,M,298.3,309.1,1296,58.7,201,0,No Failure,7966.58,5106.58,10.800000000000011
9258,9259,H38672,H,298.3,309.0,1379,43.2,0,0,No Failure,6238.45,3378.45,10.699999999999989
9259,9260,M24119,M,298.2,309.0,1694,28.0,5,0,No Failure,4967.07,2107.07,10.800000000000011
9260,9261,L56440,L,298.2,309.0,1377,57.8,8,0,No Failure,8334.71,5474.71,10.800000000000011
9261,9262,H38675,H,298.3,309.0,1470,38.4,10,0,No Failure,5911.22,3051.22,10.699999999999989
9262,9263,M24122,M,298.3,309.1,1404,47.0,15,0,No Failure,6910.25,4050.25,10.800000000000011
9263,9264,L56443,L,298.3,309.1,1593,40.1,18,0,No Failure,6689.42,3829.42,10.800000000000011
9264,9265,M24124,M,298.3,309.0,1526,36.9,20,0,No Failure,5896.71,3036.71,10.699999999999989
9265,9266,M24125,M,298.3,308.9,1390,49.7,23,0,No Failure,7234.35,4374.35,10.599999999999966
9266,9267,L56446,L,298.2,308.9,1737,25.5,26,0,No Failure,4638.4,1778.4,10.699999999999989
9267,9268,L56447,L,298.2,308.8,1362,57.3,28,0,No Failure,8172.6,5312.6,10.600000000000023
9268,9269,L56448,L,298.2,308.8,1666,31.5,30,0,No Failure,5495.59,2635.59,10.600000000000023
9269,9270,L56449,L,298.2,308.8,1354,60.9,32,0,No Failure,8635.04,5775.04,10.600000000000023
9270,9271,L56450,L,298.2,308.8,1302,60.4,34,0,No Failure,8235.25,5375.25,10.600000000000023
9271,9272,L56451,L,298.2,308.7,1991,20.5,36,0,No Failure,4274.19,1414.19,10.5
9272,9273,L56452,L,298.2,308.6,1353,54.1,38,0,No Failure,7665.2,4805.2,10.400000000000034
9273,9274,H38687,H,298.2,308.7,1520,35.7,40,0,No Failure,5682.51,2822.51,10.5
9274,9275,L56454,L,298.2,308.7,1428,54.9,45,0,No Failure,8209.74,5349.74,10.5
9275,9276,L56455,L,298.2,308.7,1605,29.4,47,0,No Failure,4941.41,2081.41,10.5
9276,9277,L56456,L,298.1,308.7,1691,30.3,49,0,No Failure,5365.56,2505.56,10.599999999999966
9277,9278,L56457,L,298.2,308.7,1447,48.4,51,0,No Failure,7334.03,4474.03,10.5
9278,9279,H38692,H,298.2,308.8,1606,39.9,53,0,No Failure,6710.38,3850.38,10.600000000000023
9279,9280,M24139,M,298.2,308.8,1645,28.2,58,0,No Failure,4857.84,1997.84,10.600000000000023
9280,9281,H38694,H,298.2,308.8,1470,43.3,61,0,No Failure,6665.52,3805.52,10.600000000000023
9281,9282,L56461,L,298.2,308.9,1336,45.0,66,0,No Failure,6295.75,3435.75,10.699999999999989
9282,9283,M24142,M,298.2,308.9,1414,44.3,68,0,No Failure,6559.67,3699.67,10.699999999999989
9283,9284,M24143,M,298.3,309.0,1802,27.5,71,0,No Failure,5189.39,2329.39,10.699999999999989
9284,9285,L56464,L,298.2,308.9,1683,31.7,74,0,No Failure,5586.91,2726.91,10.699999999999989
9285,9286,M24145,M,298.2,309.0,1410,47.6,76,0,No Failure,7028.37,4168.37,10.800000000000011
9286,9287,L56466,L,298.2,308.9,1605,32.0,79,0,No Failure,5378.41,2518.41,10.699999999999989
9287,9288,L56467,L,298.2,308.9,1709,28.1,81,0,No Failure,5028.95,2168.95,10.699999999999989
9288,9289,L56468,L,298.2,308.9,1444,53.1,83,0,No Failure,8029.53,5169.53,10.699999999999989
9289,9290,L56469,L,298.2,308.9,1367,45.0,85,0,No Failure,6441.84,3581.84,10.699999999999989
9290,9291,L56470,L,298.2,309.0,1418,44.2,87,0,No Failure,6563.37,3703.37,10.800000000000011
9291,9292,L56471,L,298.2,309.0,1353,57.8,89,0,No Failure,8189.44,5329.44,10.800000000000011
9292,9293,L56472,L,298.2,309.0,1643,34.1,91,0,No Failure,5867.06,3007.06,10.800000000000011
9293,9294,L56473,L,298.3,309.1,1437,38.0,93,0,No Failure,5718.33,2858.33,10.800000000000011
9294,9295,L56474,L,298.1,309.0,1437,36.2,95,0,No Failure,5447.46,2587.46,10.899999999999977
9295,9296,M24155,M,298.2,309.0,1413,47.9,97,0,No Failure,7087.72,4227.72,10.800000000000011
9296,9297,H38710,H,298.2,309.0,1524,39.1,100,0,No Failure,6240.08,3380.08,10.800000000000011
9297,9298,M24157,M,298.1,308.9,1479,43.4,105,0,No Failure,6721.81,3861.81,10.799999999999955
9298,9299,L56478,L,298.1,308.9,1313,50.6,108,0,No Failure,6957.35,4097.35,10.799999999999955
9299,9300,M24159,M,298.1,308.9,1335,50.4,110,0,No Failure,7045.96,4185.96,10.799999999999955
9300,9301,L56480,L,298.1,308.9,1367,41.9,113,0,No Failure,5998.06,3138.06,10.799999999999955
9301,9302,M24161,M,298.1,308.9,1459,50.3,115,0,No Failure,7685.14,4825.14,10.799999999999955
9302,9303,M24162,M,298.1,308.9,1804,25.1,118,0,No Failure,4741.75,1881.75,10.799999999999955
9303,9304,L56483,L,298.2,309.0,1491,38.3,121,0,No Failure,5980.05,3120.05,10.800000000000011
9304,9305,L56484,L,298.3,309.1,1537,43.0,123,0,No Failure,6921.03,4061.03,10.800000000000011
9305,9306,H38719,H,298.3,309.1,1646,30.2,125,0,No Failure,5205.54,2345.54,10.800000000000011
9306,9307,M24166,M,298.3,309.2,1783,28.3,130,0,No Failure,5284.04,2424.04,10.899999999999977
9307,9308,L56487,L,298.3,309.1,1395,49.8,133,0,No Failure,7274.99,4414.99,10.800000000000011
9308,9309,L56488,L,298.4,309.1,1423,48.0,135,0,No Failure,7152.78,4292.78,10.700000000000045
9309,9310,L56489,L,298.3,309.2,1562,37.6,137,0,No Failure,6150.32,3290.32,10.899999999999977
9310,9311,L56490,L,298.4,309.3,1549,40.8,139,0,No Failure,6618.2,3758.2,10.900000000000034
9311,9312,L56491,L,298.4,309.4,1540,43.2,141,0,No Failure,6966.8,4106.8,11.0
9312,9313,H38726,H,298.5,309.4,1573,33.6,143,0,No Failure,5534.73,2674.73,10.899999999999977
9313,9314,L56493,L,298.5,309.4,1418,45.1,148,0,No Failure,6697.02,3837.02,10.899999999999977
9314,9315,M24174,M,298.5,309.4,1565,33.7,150,0,No Failure,5522.97,2662.97,10.899999999999977
9315,9316,L56495,L,298.5,309.5,1569,41.0,153,0,No Failure,6736.52,3876.52,11.0
9316,9317,H38730,H,298.5,309.4,1417,41.2,155,0,No Failure,6113.58,3253.58,10.899999999999977
9317,9318,L56497,L,298.5,309.5,1480,38.1,160,0,No Failure,5904.94,3044.94,11.0
9318,9319,L56498,L,298.5,309.4,1364,44.5,162,0,No Failure,6356.28,3496.28,10.899999999999977
9319,9320,L56499,L,298.5,309.4,1911,21.5,164,0,No Failure,4302.57,1442.57,10.899999999999977
9320,9321,L56500,L,298.4,309.3,1409,43.1,166,0,No Failure,6359.41,3499.41,10.900000000000034
9321,9322,L56501,L,298.4,309.2,1335,53.5,168,0,No Failure,7479.35,4619.35,10.800000000000011
9322,9323,M24182,M,298.5,309.3,1512,38.1,170,0,No Failure,6032.61,3172.61,10.800000000000011
9323,9324,L56503,L,298.6,309.4,1447,40.2,173,0,No Failure,6091.49,3231.49,10.799999999999955
9324,9325,L56504,L,298.6,309.3,1537,37.6,175,0,No Failure,6051.88,3191.88,10.699999999999989
9325,9326,M24185,M,298.6,309.3,1510,40.8,177,0,No Failure,6451.57,3591.57,10.699999999999989
9326,9327,L56506,L,298.6,309.3,1677,31.2,180,0,No Failure,5479.19,2619.19,10.699999999999989
9327,9328,L56507,L,298.5,309.2,1504,33.7,182,0,No Failure,5307.7,2447.7,10.699999999999989
9328,9329,H38742,H,298.5,309.1,2051,19.0,184,0,No Failure,4080.82,1220.82,10.600000000000023
9329,9330,L56509,L,298.5,309.1,1474,41.3,189,0,No Failure,6374.94,3514.94,10.600000000000023
9330,9331,M24190,M,298.4,309.0,1507,36.1,191,0,No Failure,5697.04,2837.04,10.600000000000023
9331,9332,L56511,L,298.4,308.9,1496,37.9,194,0,No Failure,5937.44,3077.44,10.5
9332,9333,M24192,M,298.5,309.0,1921,22.0,196,0,No Failure,4425.67,1565.67,10.5
9333,9334,L56513,L,298.5,309.0,1450,40.5,199,0,No Failure,6149.67,3289.67,10.5
9334,9335,L56514,L,298.4,308.9,1402,44.8,201,0,No Failure,6577.41,3717.41,10.5
9335,9336,L56515,L,298.4,308.9,1501,50.0,203,0,No Failure,7859.22,4999.22,10.5
9336,9337,L56516,L,298.5,308.9,1725,31.9,205,0,No Failure,5762.47,2902.47,10.399999999999977
9337,9338,H38751,H,298.5,308.9,1500,40.3,207,0,No Failure,6330.31,3470.31,10.399999999999977
9338,9339,H38752,H,298.5,309.0,1531,30.8,212,0,No Failure,4938.04,2078.04,10.5
9339,9340,L56519,L,298.5,309.0,1458,44.8,217,0,No Failure,6840.13,3980.13,10.5
9340,9341,H38754,H,298.4,308.9,1577,37.1,0,0,No Failure,6126.81,3266.81,10.5
9341,9342,M24201,M,298.3,308.9,1363,46.1,5,0,No Failure,6579.99,3719.99,10.599999999999966
9342,9343,H38756,H,298.3,308.9,1706,31.8,8,0,No Failure,5681.13,2821.13,10.599999999999966
9343,9344,M24203,M,298.3,308.8,1391,50.4,13,0,No Failure,7341.53,4481.53,10.5
9344,9345,L56524,L,298.2,308.8,1616,33.7,16,0,No Failure,5702.95,2842.95,10.600000000000023
9345,9346,L56525,L,298.2,308.8,1442,47.0,18,0,No Failure,7097.28,4237.28,10.600000000000023
9346,9347,M24206,M,298.2,308.8,1626,40.4,20,0,No Failure,6879.08,4019.08,10.600000000000023
9347,9348,M24207,M,298.2,308.7,1426,42.6,23,0,No Failure,6361.47,3501.47,10.5
9348,9349,L56528,L,298.2,308.7,1436,49.1,26,0,No Failure,7383.54,4523.54,10.5
9349,9350,M24209,M,298.2,308.7,1599,36.2,28,0,No Failure,6061.58,3201.58,10.5
9350,9351,L56530,L,298.2,308.7,2186,17.8,31,0,No Failure,4074.73,1214.73,10.5
9351,9352,L56531,L,298.3,308.8,1645,30.4,33,0,No Failure,5236.83,2376.83,10.5
9352,9353,L56532,L,298.2,308.7,1780,27.9,35,0,No Failure,5200.59,2340.59,10.5
9353,9354,L56533,L,298.2,308.8,1345,44.3,37,0,No Failure,6239.57,3379.57,10.600000000000023
9354,9355,M24214,M,298.2,308.8,1607,31.9,39,0,No Failure,5368.28,2508.28,10.600000000000023
9355,9356,L56535,L,298.3,308.9,1708,28.0,42,0,No Failure,5008.12,2148.12,10.599999999999966
9356,9357,L56536,L,298.3,308.9,1270,52.7,44,0,No Failure,7008.79,4148.79,10.599999999999966
9357,9358,M24217,M,298.3,308.9,1646,25.4,46,0,No Failure,4378.17,1518.17,10.599999999999966
9358,9359,L56538,L,298.2,308.7,1407,45.1,49,0,No Failure,6645.07,3785.07,10.5
9359,9360,M24219,M,298.1,308.7,1581,47.4,51,0,No Failure,7847.64,4987.64,10.599999999999966
9360,9361,L56540,L,298.0,308.6,1532,42.6,54,0,No Failure,6834.35,3974.35,10.600000000000023
9361,9362,L56541,L,298.0,308.6,1610,33.1,56,0,No Failure,5580.62,2720.62,10.600000000000023
9362,9363,M24222,M,298.0,308.5,1682,33.0,58,0,No Failure,5812.57,2952.57,10.5
9363,9364,L56543,L,297.9,308.5,1519,34.3,61,0,No Failure,5456.08,2596.08,10.600000000000023
9364,9365,L56544,L,297.9,308.5,1683,28.5,63,0,No Failure,5022.94,2162.94,10.600000000000023
9365,9366,M24225,M,298.0,308.6,1254,55.8,65,0,No Failure,7327.58,4467.58,10.600000000000023
9366,9367,L56546,L,298.0,308.5,1461,48.0,68,0,No Failure,7343.79,4483.79,10.5
9367,9368,L56547,L,297.9,308.5,1472,45.1,70,0,No Failure,6952.05,4092.05,10.600000000000023
9368,9369,L56548,L,297.7,308.4,1510,38.6,72,0,No Failure,6103.7,3243.7,10.699999999999989
9369,9370,M24229,M,297.7,308.3,1547,36.8,74,0,No Failure,5961.65,3101.65,10.600000000000023
9370,9371,H38784,H,297.7,308.4,1418,51.9,77,0,No Failure,7706.77,4846.77,10.699999999999989
9371,9372,L56551,L,297.7,308.4,1289,51.3,82,0,No Failure,6924.67,4064.67,10.699999999999989
9372,9373,L56552,L,297.7,308.4,1487,41.4,84,0,No Failure,6446.74,3586.74,10.699999999999989
9373,9374,L56553,L,297.7,308.5,1453,45.5,86,0,No Failure,6923.18,4063.18,10.800000000000011
9374,9375,M24234,M,297.8,308.5,1466,44.7,88,0,No Failure,6862.31,4002.31,10.699999999999989
9375,9376,H38789,H,297.7,308.4,1288,49.5,91,0,No Failure,6676.51,3816.51,10.699999999999989
9376,9377,H38790,H,297.7,308.4,1738,27.7,96,0,No Failure,5041.48,2181.48,10.699999999999989
9377,9378,H38791,H,297.7,308.3,1488,41.0,101,0,No Failure,6388.74,3528.74,10.600000000000023
9378,9379,L56558,L,297.6,308.3,1816,28.8,106,0,No Failure,5476.93,2616.93,10.699999999999989
9379,9380,L56559,L,297.5,308.2,1419,48.5,108,0,No Failure,7206.97,4346.97,10.699999999999989
9380,9381,L56560,L,297.4,308.1,1435,45.7,110,0,No Failure,6867.47,4007.47,10.700000000000045
9381,9382,M24241,M,297.5,308.1,1480,42.4,112,0,No Failure,6571.37,3711.37,10.600000000000023
9382,9383,L56562,L,297.5,308.2,1610,33.6,115,0,No Failure,5664.92,2804.92,10.699999999999989
9383,9384,H38797,H,297.5,308.1,1548,38.2,117,0,No Failure,6192.46,3332.46,10.600000000000023
9384,9385,M24244,M,297.6,308.1,1379,57.4,122,0,No Failure,8289.05,5429.05,10.5
