,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature,Rotation per torque,Torque per Rotation,Tool wear per Rotation,Tool wear per torque,Tool wear per power
7159,7160,L54339,L,300.1,310.0,1511,41.7,186,0,No Failure,6598.26,3738.26,4.949999999999989,36.23501199040767,0.027597617471872934,0.12309728656518862,4.460431654676259,0.028189249893153648
7160,7161,M22020,M,300.2,310.1,1485,40.5,188,0,No Failure,6298.11,3438.11,4.950000000000017,36.666666666666664,0.02727272727272727,0.1265993265993266,4.6419753086419755,0.029850224908742465
7161,7162,L54341,L,300.2,310.2,1440,42.9,191,0,No Failure,6469.17,3609.17,5.0,33.56643356643357,0.029791666666666664,0.1326388888888889,4.452214452214452,0.029524653085326247
7162,7163,L54342,L,300.2,310.2,1378,43.9,193,0,No Failure,6334.94,3474.94,5.0,31.389521640091118,0.0318577648766328,0.14005805515239478,4.396355353075171,0.030465955478662782
7163,7164,M22023,M,300.1,310.1,1501,39.3,195,0,No Failure,6177.35,3317.35,5.0,38.19338422391858,0.026182544970019987,0.12991339107261826,4.961832061068702,0.03156693404129602
7164,7165,M22024,M,300.2,310.1,1474,44.0,198,0,No Failure,6791.7,3931.7,4.950000000000017,33.5,0.029850746268656716,0.13432835820895522,4.5,0.02915323114978577
7165,7166,L54345,L,300.2,310.1,1392,47.9,201,0,No Failure,6982.38,4122.38,4.950000000000017,29.060542797494783,0.03441091954022989,0.14439655172413793,4.196242171189979,0.02878674606652746
7166,7167,M22026,M,300.3,310.2,1429,44.7,203,0,No Failure,6689.11,3829.11,4.949999999999989,31.968680089485456,0.03128061581525542,0.14205738278516444,4.5413870246085,0.030347834016782503
7167,7168,L54347,L,300.3,310.3,1362,60.3,206,1,Overstrain Failure,8600.49,5740.49,5.0,22.587064676616915,0.04427312775330396,0.1512481644640235,3.416252072968491,0.023952123658070645
7168,7169,L54348,L,300.3,310.3,1704,29.5,0,0,No Failure,5264.05,2404.05,5.0,57.76271186440678,0.017312206572769953,0.0,0.0,0.0
7169,7170,L54349,L,300.3,310.2,1492,52.3,2,0,No Failure,8171.45,5311.45,4.949999999999989,28.527724665391972,0.03505361930294906,0.0013404825737265416,0.03824091778202677,0.0002447546029162511
7170,7171,M22030,M,300.3,310.2,1442,39.5,4,0,No Failure,5964.73,3104.73,4.949999999999989,36.50632911392405,0.027392510402219142,0.0027739251040221915,0.10126582278481013,0.0006706087283079033
7171,7172,M22031,M,300.2,310.2,1438,51.5,7,0,No Failure,7755.23,4895.23,5.0,27.92233009708738,0.035813630041724616,0.004867872044506259,0.13592233009708737,0.0009026166857720533
7172,7173,M22032,M,300.1,310.1,1402,46.6,10,0,No Failure,6841.68,3981.68,5.0,30.085836909871244,0.03323823109843081,0.007132667617689016,0.2145922746781116,0.001461629307421569
7173,7174,L54353,L,300.1,310.1,1684,30.8,13,0,No Failure,5431.52,2571.52,5.0,54.675324675324674,0.01828978622327791,0.007719714964370546,0.42207792207792205,0.002393436827996583
7174,7175,L54354,L,300.2,310.2,1530,48.5,15,0,No Failure,7770.73,4910.73,5.0,31.54639175257732,0.03169934640522876,0.00980392156862745,0.30927835051546393,0.0019303205747722544
7175,7176,L54355,L,300.1,310.1,1569,43.5,17,0,No Failure,7147.28,4287.28,5.0,36.06896551724138,0.027724665391969407,0.010834926704907584,0.39080459770114945,0.002378527215947885
7176,7177,L54356,L,300.1,310.1,1650,31.6,19,0,No Failure,5460.09,2600.09,5.0,52.21518987341772,0.019151515151515152,0.011515151515151515,0.6012658227848101,0.003479796120576767
7177,7178,L54357,L,300.2,310.2,1415,49.6,21,0,No Failure,7349.65,4489.65,5.0,28.528225806451612,0.035053003533568904,0.014840989399293287,0.42338709677419356,0.0028572789180437166
7178,7179,L54358,L,300.2,310.2,1600,31.5,23,0,No Failure,5277.88,2417.88,5.0,50.79365079365079,0.0196875,0.014375,0.7301587301587301,0.00435781033293671
7179,7180,L54359,L,300.2,310.1,1523,42.3,25,0,No Failure,6746.35,3886.35,4.950000000000017,36.00472813238771,0.027774130006565985,0.016414970453053186,0.591016548463357,0.003705707530738844
7180,7181,M22040,M,300.2,310.2,1628,30.3,27,0,No Failure,5165.66,2305.66,5.0,53.729372937293725,0.018611793611793614,0.016584766584766583,0.8910891089108911,0.0052268248394203255
7181,7182,L54361,L,300.2,310.3,1331,52.1,30,0,No Failure,7261.8,4401.8,5.050000000000011,25.547024952015356,0.0391435011269722,0.022539444027047332,0.5758157389635317,0.004131207138725936
7182,7183,L54362,L,300.3,310.3,2158,16.8,32,0,No Failure,3796.55,936.55,5.0,128.45238095238093,0.00778498609823911,0.014828544949026877,1.9047619047619047,0.008428705008494554
7183,7184,L54363,L,300.2,310.3,1445,50.9,34,0,No Failure,7702.19,4842.19,5.050000000000011,28.388998035363457,0.03522491349480969,0.023529411764705882,0.6679764243614932,0.004414328911647207
7184,7185,M22044,M,300.2,310.3,1593,36.1,36,0,No Failure,6022.15,3162.15,5.050000000000011,44.12742382271468,0.022661644695543,0.022598870056497175,0.9972299168975068,0.005977931469657847
7185,7186,L54365,L,300.3,310.4,1672,29.2,39,0,No Failure,5112.67,2252.67,5.049999999999983,57.26027397260274,0.017464114832535883,0.02332535885167464,1.3356164383561644,0.0076281082096047665
7186,7187,M22046,M,300.4,310.5,1644,31.4,41,0,No Failure,5405.8,2545.8,5.050000000000011,52.35668789808918,0.019099756690997567,0.024939172749391728,1.3057324840764333,0.007584446335417514
7187,7188,L54367,L,300.4,310.5,1402,54.3,44,0,No Failure,7972.17,5112.17,5.050000000000011,25.819521178637203,0.038730385164051355,0.03138373751783167,0.8103130755064457,0.005519199916710256
7188,7189,L54368,L,300.4,310.4,1286,56.8,46,0,No Failure,7649.23,4789.23,5.0,22.640845070422536,0.04416796267496112,0.03576982892690513,0.8098591549295775,0.006013677193652172
7189,7190,L54369,L,300.4,310.4,1486,46.3,48,0,No Failure,7204.91,4344.91,5.0,32.09503239740821,0.031157469717362045,0.03230148048452221,1.0367170626349893,0.006662123468579066
7190,7191,L54370,L,300.3,310.3,1345,46.3,50,0,No Failure,6521.27,3661.27,5.0,29.04967602591793,0.034423791821561335,0.03717472118959108,1.0799136069114472,0.007667218195228843
7191,7192,L54371,L,300.3,310.3,1629,34.1,52,0,No Failure,5817.07,2957.07,5.0,47.771260997067444,0.020933087783916515,0.03192142418661756,1.5249266862170088,0.008939208226822095
7192,7193,M22052,M,300.2,310.2,1429,43.8,54,0,No Failure,6554.43,3694.43,5.0,32.62557077625571,0.030650804758572427,0.03778866340097971,1.2328767123287672,0.008238702678951488
7193,7194,L54373,L,300.1,310.1,1306,64.7,57,0,No Failure,8848.63,5988.63,5.0,20.185471406491498,0.0495405819295559,0.043644716692189896,0.8809891808346213,0.006441675151972679
7194,7195,L54374,L,300.1,310.1,1380,52.6,59,0,No Failure,7601.4,4741.4,5.0,26.23574144486692,0.03811594202898551,0.042753623188405795,1.1216730038022813,0.007761728102717921
7195,7196,M22055,M,300.1,310.1,1443,49.3,61,0,No Failure,7449.75,4589.75,5.0,29.269776876267752,0.034164934164934165,0.04227304227304227,1.2373225152129819,0.008188194234705863
7196,7197,H36610,H,300.1,310.1,1426,42.7,64,0,No Failure,6376.41,3516.41,5.0,33.395784543325526,0.02994389901823282,0.04488078541374474,1.4988290398126463,0.010036995738981654
7197,7198,L54377,L,300.0,310.0,1486,41.8,69,0,No Failure,6504.65,3644.65,5.0,35.55023923444976,0.028129205921938086,0.046433378196500674,1.6507177033492824,0.010607795961350726
7198,7199,M22058,M,300.0,309.9,1530,34.5,71,0,No Failure,5527.63,2667.63,4.949999999999989,44.34782608695652,0.022549019607843137,0.046405228758169936,2.0579710144927534,0.01284456448785465
7199,7200,L54379,L,300.0,309.9,1507,41.4,74,0,No Failure,6533.44,3673.44,4.949999999999989,36.40096618357488,0.027471798274717983,0.0491041804910418,1.7874396135265702,0.011326345692315228
7200,7201,L54380,L,300.0,309.9,1608,33.4,76,0,No Failure,5624.2,2764.2,4.949999999999989,48.143712574850305,0.020771144278606966,0.0472636815920398,2.2754491017964074,0.013513032964688311
7201,7202,L54381,L,300.0,309.8,1474,40.6,78,0,No Failure,6266.89,3406.89,4.900000000000006,36.30541871921182,0.027544097693351425,0.052917232021709636,1.921182266009852,0.012446364943377017
7202,7203,L54382,L,300.0,309.7,1326,61.9,80,0,No Failure,8595.33,5735.33,4.849999999999994,21.421647819063004,0.046681749622926094,0.06033182503770739,1.2924071082390953,0.009307379705025869
7203,7204,M22063,M,299.8,309.6,1434,48.0,82,0,No Failure,7208.07,4348.07,4.900000000000006,29.875,0.03347280334728033,0.05718270571827057,1.7083333333333333,0.011376138134063626
7204,7205,L54384,L,299.8,309.6,1526,41.7,85,0,No Failure,6663.76,3803.76,4.900000000000006,36.5947242206235,0.027326343381389256,0.055701179554390565,2.0383693045563547,0.012755561424781204
7205,7206,L54385,L,299.8,309.7,1483,39.6,87,0,No Failure,6149.86,3289.86,4.949999999999989,37.44949494949495,0.02670262980445044,0.05866486850977748,2.196969696969697,0.014146663501282956
7206,7207,L54386,L,299.8,309.7,1457,51.9,89,0,No Failure,7918.73,5058.73,4.949999999999989,28.07321772639692,0.03562113932738504,0.06108442004118051,1.7148362235067438,0.011239175978976428
7207,7208,M22067,M,299.7,309.6,1540,34.4,91,0,No Failure,5547.63,2687.63,4.950000000000017,44.76744186046512,0.022337662337662337,0.05909090909090909,2.6453488372093026,0.016403401091997845
7208,7209,L54388,L,299.8,309.7,1707,29.1,94,0,No Failure,5201.82,2341.82,4.949999999999989,58.65979381443299,0.017047451669595783,0.05506736965436438,3.2302405498281783,0.018070598367494455
7209,7210,L54389,L,299.8,309.7,1624,34.2,96,0,No Failure,5816.22,2956.22,4.949999999999989,47.485380116959064,0.021059113300492614,0.059113300492610835,2.807017543859649,0.016505565470357034
7210,7211,M22070,M,299.8,309.6,1331,50.2,98,0,No Failure,6996.98,4136.98,4.900000000000006,26.51394422310757,0.03771600300525921,0.07362885048835462,1.9521912350597608,0.014006042606953286
7211,7212,L54391,L,299.8,309.7,1431,40.3,101,0,No Failure,6039.11,3179.11,4.949999999999989,35.50868486352358,0.028162124388539482,0.07058001397624039,2.5062034739454098,0.016724318649602343
7212,7213,M22072,M,299.8,309.7,1705,28.5,103,0,No Failure,5088.59,2228.59,4.949999999999989,59.824561403508774,0.016715542521994135,0.06041055718475073,3.6140350877192984,0.020241363521132573
7213,7214,M22073,M,299.8,309.8,1427,45.2,106,0,No Failure,6754.47,3894.47,5.0,31.57079646017699,0.03167484232655922,0.07428170988086896,2.3451327433628317,0.015693311244257505
7214,7215,M22074,M,299.9,309.8,1625,41.2,109,0,No Failure,7010.99,4150.99,4.950000000000017,39.44174757281553,0.025353846153846154,0.06707692307692308,2.645631067961165,0.015547019750420412
7215,7216,L54395,L,299.9,309.8,1477,47.7,112,0,No Failure,7377.81,4517.81,4.950000000000017,30.964360587002094,0.03229519295870007,0.07582938388625593,2.348008385744235,0.015180656590505853
7216,7217,M22076,M,300.0,309.9,1651,28.1,114,0,No Failure,4858.27,1998.27,4.949999999999989,58.75444839857651,0.017019987886129618,0.06904906117504543,4.056939501779359,0.023465142941829085
7217,7218,L54397,L,299.9,309.8,1716,28.2,117,0,No Failure,5067.51,2207.51,4.950000000000017,60.851063829787236,0.016433566433566433,0.06818181818181818,4.1489361702127665,0.02308826228265953
7218,7219,H36632,H,299.9,309.8,1400,48.7,119,0,No Failure,7139.79,4279.79,4.950000000000017,28.74743326488706,0.03478571428571429,0.085,2.4435318275154003,0.016667156877163053
7219,7220,M22079,M,299.8,309.7,1556,37.7,124,0,No Failure,6142.99,3282.99,4.949999999999989,41.273209549071616,0.024228791773778922,0.07969151670951156,3.289124668435013,0.020185609939133875
7220,7221,L54400,L,299.8,309.7,1429,42.6,127,0,No Failure,6374.86,3514.86,4.949999999999989,33.544600938967136,0.029811056682995104,0.08887333799860042,2.981220657276995,0.019922006130330707
7221,7222,H36635,H,299.7,309.6,1433,49.6,129,0,No Failure,7443.15,4583.15,4.950000000000017,28.891129032258064,0.034612700628053036,0.09002093510118632,2.600806451612903,0.017331371798230587
7222,7223,M22082,M,299.8,309.7,1320,61.7,134,0,No Failure,8528.8,5668.8,4.949999999999989,21.39384116693679,0.046742424242424245,0.10151515151515152,2.171799027552674,0.015711471719350906
7223,7224,L54403,L,299.8,309.6,1374,51.6,137,0,No Failure,7424.46,4564.46,4.900000000000006,26.627906976744185,0.03755458515283843,0.09970887918486172,2.6550387596899223,0.01845252045266592
7224,7225,L54404,L,299.8,309.6,1598,31.0,139,0,No Failure,5187.61,2327.61,4.900000000000006,51.54838709677419,0.01939924906132666,0.0869837296620776,4.483870967741935,0.026794612547974887
7225,7226,M22085,M,299.8,309.7,1910,21.8,141,0,No Failure,4360.32,1500.32,4.949999999999989,87.61467889908256,0.011413612565445026,0.07382198952879582,6.467889908256881,0.032337076177895205
7226,7227,L54406,L,299.7,309.6,1399,51.3,144,0,No Failure,7515.6,4655.6,4.950000000000017,27.27095516569201,0.03666904932094353,0.10293066476054324,2.8070175438596494,0.019160146894459523
7227,7228,L54407,L,299.7,309.6,1720,27.1,146,0,No Failure,4881.2,2021.2,4.950000000000017,63.46863468634686,0.015755813953488372,0.08488372093023255,5.387453874538745,0.029910677702204378
7228,7229,H36642,H,299.8,309.7,1368,47.4,148,0,No Failure,6790.36,3930.36,4.949999999999989,28.860759493670887,0.03464912280701754,0.10818713450292397,3.1223628691983123,0.02179560435676459
7229,7230,L54409,L,299.8,309.8,1749,33.4,153,0,No Failure,6117.37,3257.37,5.0,52.365269461077844,0.019096626643796456,0.08747855917667238,4.580838323353293,0.025010748082917988
7230,7231,L54410,L,299.8,309.8,1542,39.4,155,0,No Failure,6362.23,3502.23,5.0,39.13705583756345,0.025551232166018158,0.10051880674448768,3.934010152284264,0.024362526975604468
7231,7232,L54411,L,299.8,309.9,1553,36.6,157,0,No Failure,5952.25,3092.25,5.049999999999983,42.431693989071036,0.023567289117836447,0.10109465550547328,4.2896174863387975,0.026376580284766266
7232,7233,M22092,M,299.9,309.9,1639,42.1,159,0,No Failure,7225.86,4365.86,5.0,38.93111638954869,0.02568639414276998,0.09701037217815742,3.7767220902612824,0.022004301218124904
7233,7234,L54413,L,299.9,310.0,1447,45.9,162,0,No Failure,6955.2,4095.2,5.050000000000011,31.525054466230937,0.031720801658604005,0.11195577055977886,3.5294117647058822,0.02329192546583851
7234,7235,M22094,M,299.8,310.0,1397,48.1,164,0,No Failure,7036.72,4176.72,5.099999999999994,29.043659043659044,0.03443092340730136,0.11739441660701504,3.4095634095634093,0.023306313168635386
7235,7236,L54415,L,299.8,310.0,1361,53.8,167,0,No Failure,7667.77,4807.77,5.099999999999994,25.29739776951673,0.03952975753122704,0.12270389419544453,3.1040892193308554,0.021779474345213795
7236,7237,M22096,M,299.8,310.0,1460,37.1,169,0,No Failure,5672.25,2812.25,5.099999999999994,39.35309973045822,0.02541095890410959,0.11575342465753424,4.555256064690027,0.029794173387985366
7237,7238,M22097,M,299.8,310.0,1632,33.7,172,0,No Failure,5759.42,2899.42,5.099999999999994,48.42729970326409,0.02064950980392157,0.1053921568627451,5.103857566765578,0.029864118261908316
7238,7239,L54418,L,299.8,310.0,1697,36.0,175,0,No Failure,6397.54,3537.54,5.099999999999994,47.138888888888886,0.02121390689451974,0.10312315851502651,4.861111111111111,0.02735426429533852
7239,7240,L54419,L,299.8,310.1,1553,42.0,177,0,No Failure,6830.45,3970.45,5.150000000000006,36.976190476190474,0.02704443013522215,0.11397295556986478,4.214285714285714,0.02591337320381527
7240,7241,M22100,M,299.9,310.1,1362,56.3,179,0,No Failure,8029.97,5169.97,5.100000000000023,24.19182948490231,0.04133627019089574,0.13142437591776798,3.1793960923623446,0.022291490503700512
7241,7242,M22101,M,299.9,310.0,1484,42.1,182,0,No Failure,6542.51,3682.51,5.050000000000011,35.24940617577197,0.028369272237196767,0.12264150943396226,4.323040380047506,0.027818069823355256
7242,7243,H36656,H,299.9,310.1,1447,51.4,185,0,No Failure,7788.62,4928.62,5.100000000000023,28.151750972762645,0.035521769177608846,0.12785072563925362,3.5992217898832686,0.02375260315691355
7243,7244,M22103,M,300.0,310.2,1393,51.2,190,0,No Failure,7468.78,4608.78,5.099999999999994,27.20703125,0.03675520459440058,0.1363962670495334,3.7109375,0.025439228361258465
7244,7245,L54424,L,300.0,310.2,1760,26.9,193,0,No Failure,4957.85,2097.85,5.099999999999994,65.4275092936803,0.015284090909090909,0.10965909090909091,7.174721189591079,0.03892816442611212
7245,7246,L54425,L,300.0,310.1,1477,34.6,195,0,No Failure,5351.62,2491.62,5.050000000000011,42.6878612716763,0.023425863236289778,0.13202437373053486,5.635838150289017,0.03643756470003476
7246,7247,L54426,L,299.9,310.1,1681,29.1,197,0,No Failure,5122.59,2262.59,5.100000000000023,57.76632302405498,0.017311124330755503,0.11719214753123142,6.769759450171821,0.038457108611073695
7247,7248,M22107,M,300.0,310.1,1314,53.5,199,0,No Failure,7361.69,4501.69,5.050000000000011,24.560747663551403,0.04071537290715373,0.15144596651445966,3.7196261682242993,0.027031836439730554
7248,7249,L54428,L,300.0,310.1,1762,28.0,202,0,No Failure,5166.45,2306.45,5.050000000000011,62.92857142857143,0.015891032917139614,0.11464245175936436,7.214285714285714,0.039098413804449866
7249,7250,L54429,L,299.9,310.0,1402,44.7,204,0,No Failure,6562.72,3702.72,5.050000000000011,31.364653243847872,0.031883024251069904,0.14550641940085593,4.563758389261745,0.031084672209084035
7250,7251,M22110,M,300.1,310.2,1429,42.0,206,0,No Failure,6285.07,3425.07,5.049999999999983,34.023809523809526,0.02939118264520644,0.14415675297410777,4.904761904761905,0.03277608682162649
7251,7252,M22111,M,300.2,310.3,1448,40.1,209,0,No Failure,6080.53,3220.53,5.050000000000011,36.109725685785534,0.027693370165745856,0.14433701657458564,5.211970074812967,0.03437200375625151
7252,7253,H36666,H,300.2,310.4,1501,42.9,212,0,No Failure,6743.21,3883.21,5.099999999999994,34.98834498834499,0.028580946035976017,0.14123917388407728,4.941724941724942,0.03143903274553217
7253,7254,L54433,L,300.3,310.5,1522,39.1,217,0,No Failure,6231.89,3371.89,5.099999999999994,38.925831202046034,0.02568988173455979,0.1425755584756899,5.549872122762148,0.03482089703123771
7254,7255,L54434,L,300.3,310.4,1493,37.5,219,0,No Failure,5863.0,3003.0,5.049999999999983,39.81333333333333,0.025117213663764234,0.14668452779638314,5.84,0.037352891011427594
7255,7256,M22115,M,300.2,310.3,1704,29.4,221,0,No Failure,5246.21,2386.21,5.050000000000011,57.95918367346939,0.01725352112676056,0.12969483568075119,7.517006802721089,0.04212564880170638
7256,7257,H36670,H,300.2,310.3,1408,42.5,0,0,No Failure,6266.43,3406.43,5.050000000000011,33.129411764705885,0.030184659090909092,0.0,0.0,0.0
7257,7258,L54437,L,300.2,310.4,1518,41.8,5,0,No Failure,6644.72,3784.72,5.099999999999994,36.31578947368421,0.02753623188405797,0.0032938076416337285,0.11961722488038279,0.0007524771547935804
7258,7259,L54438,L,300.3,310.4,1742,25.9,7,0,No Failure,4724.72,1864.72,5.049999999999983,67.25868725868726,0.01486796785304248,0.004018369690011481,0.2702702702702703,0.0014815692781794476
